"LSOA11CD","imdscore","imdrank"
"E01024219",25.731,10448
"E01024220",15.873,17751
"E01024221",9.945,24297
"E01024227",17.51,16313
"E01024229",19.763,14463
"E01024228",19.609,14574
"E01024230",14.985,18655
"E01024231",21.535,13050
"E01024252",11.924,21893
"E01024201",19.57,14603
"E01024217",22.146,12643
"E01024223",18.783,15244
"E01024225",16.394,17297
"E01024226",21.051,13427
"E01024190",22.109,12681
"E01024191",20.309,13979
"E01024192",37.992,5134
"E01024204",22.572,12339
"E01024218",33.473,6717
"E01024222",27.837,9260
"E01024224",12.296,21459
"E01024250",15.286,18347
"E01024251",12.952,20727
"E01024200",22.278,12557
"E01024203",11.568,22303
"E01024205",17.715,16138
"E01024255",9.457,24881
"E01024232",11.392,22532
"E01024236",15.16,18477
"E01024237",10.097,24086
"E01024253",6.73,28318
"E01024233",4.115,31168
"E01024235",9.909,24347
"E01024254",19.658,14548
"E01024256",6.659,28413
"E01033210",9.587,24723
"E01024193",41.218,4155
"E01024194",21.381,13182
"E01024195",26.017,10276
"E01024196",45.549,3071
"E01024197",26.424,10053
"E01024240",55.919,1358
"E01024241",30.721,7890
"E01024248",38.826,4848
"E01024238",14.784,18866
"E01024239",29.819,8317
"E01024247",43.1,3627
"E01033209",28.836,8769
"E01033211",50.917,2065
"E01024214",41.638,4019
"E01024215",49.375,2330
"E01024216",17.345,16462
"E01024246",41.271,4137
"E01024249",40.377,4397
"E01024198",17.812,16053
"E01024212",15.262,18373
"E01024213",6.882,28132
"E01024234",13.224,20437
"E01009763",28.947,8717
"E01009764",18.568,15417
"E01009767",24.267,11274
"E01009769",48.406,2530
"E01009770",26.007,10282
"E01009773",29.386,8514
"E01009777",30.917,7794
"E01009778",15.978,17655
"E01009895",21.152,13338
"E01009896",9.498,24826
"E01009897",4.113,31169
"E01009898",12.093,21688
"E01009901",9.501,24819
"E01009902",6.892,28114
"E01009765",18.245,15664
"E01009766",21.452,13121
"E01009768",29.946,8264
"E01009771",12.635,21084
"E01009775",27.759,9314
"E01009776",15.019,18622
"E01009758",42.798,3707
"E01009760",29.471,8475
"E01009772",32.848,6981
"E01009774",18.939,15108
"E01009788",37.596,5263
"E01009756",45.979,2987
"E01009757",33.839,6585
"E01009759",15.985,17648
"E01009762",56.719,1261
"E01033187",64.904,539
"E01009781",26.866,9788
"E01009786",42.161,3870
"E01009789",12.584,21126
"E01009790",33.072,6890
"E01009779",19.587,14590
"E01009782",35.021,6141
"E01009783",31.825,7385
"E01009785",9.929,24320
"E01009899",5.338,29955
"E01009900",5.233,30053
"E01009780",5.174,30111
"E01009784",3.637,31627
"E01009787",6.862,28154
"E01009880",14.061,19571
"E01009882",19.885,14348
"E01009891",44.069,3398
"E01009892",60.576,881
"E01009893",54.708,1514
"E01009894",24.341,11238
"E01009844",51.948,1885
"E01009879",26.514,9998
"E01009881",54.051,1593
"E01009885",37.659,5241
"E01009816",8.174,26529
"E01009817",6.537,28549
"E01009819",10.676,23401
"E01009820",12.257,21500
"E01009748",49.093,2392
"E01009839",38.668,4904
"E01009883",31.36,7588
"E01009884",27.706,9343
"E01009886",47.622,2670
"E01009814",8.789,25713
"E01009815",3.534,31713
"E01009818",21.73,12914
"E01009821",4.601,30699
"E01009822",10.39,23735
"E01009887",31.173,7675
"E01009888",20.874,13561
"E01009889",52.39,1821
"E01009890",42.079,3897
"E01009749",14.793,18851
"E01009750",24.886,10937
"E01009823",6.695,28367
"E01009824",24.104,11370
"E01009751",38.516,4951
"E01009752",46.874,2807
"E01009753",40.805,4280
"E01009754",35.981,5775
"E01009841",51.671,1937
"E01009840",43.804,3466
"E01009842",43.127,3620
"E01009843",20.14,14127
"E01009871",26.455,10036
"E01009875",28.005,9163
"E01009825",19.159,14911
"E01009826",5.267,30018
"E01009827",4.423,30858
"E01009828",16.39,17304
"E01009829",5.759,29445
"E01009830",7.968,26786
"E01009872",36.054,5744
"E01009873",20.612,13752
"E01009874",36.892,5482
"E01009876",27.051,9691
"E01009877",41.19,4165
"E01009911",10.194,23960
"E01009912",6.395,28710
"E01009913",18.608,15377
"E01009914",5.82,29384
"E01009915",11.992,21807
"E01009916",17.806,16057
"E01009741",43.045,3642
"E01009744",37.608,5259
"E01009746",41.274,4134
"E01009747",37.694,5232
"E01009731",15.401,18237
"E01009740",37.696,5229
"E01009742",36.142,5713
"E01009743",47.15,2757
"E01009745",17.437,16390
"E01009917",7.858,26921
"E01009918",28.791,8786
"E01009919",9.466,24869
"E01009920",8.92,25548
"E01009864",25.905,10342
"E01009865",33.524,6703
"E01009866",21.969,12770
"E01009867",24.942,10903
"E01009878",16.591,17125
"E01009791",18.255,15655
"E01009792",29.921,8277
"E01009795",32.556,7099
"E01009796",16.822,16901
"E01009798",17.737,16112
"E01009719",18.12,15779
"E01009722",10.094,24091
"E01009727",8.166,26539
"E01009728",9.02,25434
"E01009729",22.694,12268
"E01009720",3.922,31361
"E01009723",4.173,31113
"E01009724",5.853,29359
"E01009730",9.413,24941
"E01009903",4.344,30947
"E01009904",8.64,25926
"E01009909",16.597,17121
"E01009910",27.398,9515
"E01009793",11.76,22076
"E01009794",9.882,24369
"E01009797",18.312,15611
"E01009801",6.71,28345
"E01009721",20.991,13474
"E01009725",39.796,4566
"E01009726",12.221,21544
"E01009834",30.275,8116
"E01009833",41.665,4009
"E01009835",24.956,10894
"E01009869",17.026,16733
"E01009870",11.938,21874
"E01009809",40.955,4234
"E01009813",25.234,10746
"E01009861",22.813,12188
"E01009862",27.937,9204
"E01009863",21.113,13369
"E01009868",25.145,10796
"E01009734",20.883,13553
"E01009735",6.429,28669
"E01009736",9.42,24929
"E01009737",14.081,19544
"E01009738",21.348,13202
"E01009856",26.545,9974
"E01009905",18.186,15726
"E01009906",35.436,5981
"E01009907",19.68,14530
"E01009908",8.915,25557
"E01009800",7.478,27396
"E01009802",17.397,16425
"E01009803",2.707,32284
"E01009804",6.954,28032
"E01009831",31.614,7480
"E01009836",54.329,1556
"E01009837",31.205,7657
"E01009838",31.695,7435
"E01009847",14.895,18743
"E01009848",17.852,16023
"E01009849",22.001,12748
"E01009851",7.949,26808
"E01009732",27.279,9576
"E01009733",58.652,1051
"E01009739",18.761,15261
"E01009799",7.704,27124
"E01009805",13.561,20092
"E01009806",8.874,25599
"E01009854",5.213,30077
"E01009857",28.758,8795
"E01009858",12.332,21421
"E01009859",2.571,32367
"E01009845",3.322,31857
"E01009846",9.396,24966
"E01009850",7.378,27523
"E01009852",1.979,32622
"E01009832",34.955,6166
"E01009853",3.464,31760
"E01009855",3.648,31615
"E01009860",7.789,27008
"E01009807",4.008,31280
"E01009808",4.175,31110
"E01009810",11.548,22324
"E01009811",11.622,22239
"E01009812",8.907,25563
"E01001269",14.207,19425
"E01001271",18.466,15486
"E01001309",15.32,18306
"E01001310",18.261,15652
"E01001311",29.123,8651
"E01001307",13.429,20240
"E01001308",11.773,22059
"E01001312",15.282,18355
"E01001313",11.939,21873
"E01001314",12.304,21452
"E01001315",18.865,15169
"E01001316",35.168,6082
"E01001317",25.849,10375
"E01001318",32.561,7095
"E01001320",40.634,4331
"E01001321",25.729,10450
"E01001270",15.426,18219
"E01001319",16.394,17298
"E01001322",19.598,14581
"E01001323",23.557,11709
"E01001341",14.509,19126
"E01001342",16.35,17344
"E01001343",13.909,19720
"E01001345",17.808,16056
"E01001265",19.08,14983
"E01001266",15.88,17746
"E01001267",29.62,8410
"E01001272",14.935,18705
"E01001349",33.304,6800
"E01001344",21.399,13166
"E01001346",11.753,22082
"E01001347",17.244,16537
"E01001348",19.182,14890
"E01001257",42.742,3720
"E01001324",33.06,6893
"E01001326",33.155,6858
"E01001330",45.014,3184
"E01001332",38.158,5075
"E01001325",26.729,9870
"E01001327",28.473,8925
"E01001328",36.219,5689
"E01001329",25.505,10578
"E01001331",38.95,4812
"E01001258",17.281,16515
"E01001262",31.675,7443
"E01001263",30.578,7954
"E01001264",27.623,9387
"E01032743",28.374,8979
"E01032744",34.137,6479
"E01001276",21.858,12836
"E01001277",18.009,15883
"E01001278",20.173,14092
"E01001280",11.905,21914
"E01001218",38.287,5044
"E01001260",23.909,11490
"E01001261",26.72,9875
"E01001268",17.139,16634
"E01001209",6.729,28320
"E01001211",10.345,23776
"E01001279",5.973,29215
"E01001281",6.782,28259
"E01001217",18.808,15228
"E01001259",22.941,12079
"E01001291",20.42,13897
"E01001292",14.065,19564
"E01001293",18.34,15589
"E01001196",45.031,3183
"E01001238",29.254,8586
"E01001239",33.278,6810
"E01001246",36.36,5649
"E01001247",23.388,11807
"E01001210",51.564,1956
"E01001282",31.24,7640
"E01001283",37.104,5408
"E01001285",22.831,12178
"E01001286",24.498,11147
"E01001287",33.39,6762
"E01001294",20.132,14135
"E01001295",16.334,17364
"E01001296",23.028,12025
"E01001297",25.987,10295
"E01001298",28.105,9120
"E01001204",11.922,21895
"E01001205",34.367,6386
"E01001206",49.886,2239
"E01001207",14.335,19303
"E01001208",9.989,24242
"E01001212",14.938,18703
"E01001222",23.552,11713
"E01001224",7.024,27947
"E01001226",13.203,20462
"E01001227",8.282,26388
"E01001228",9.607,24704
"E01001221",24.249,11287
"E01001223",10.076,24117
"E01001225",23.974,11443
"E01001235",15.058,18586
"E01001236",16.774,16944
"E01001273",7.054,27898
"E01001274",8.057,26664
"E01001275",16.75,16968
"E01001195",14.468,19170
"E01001197",23.476,11762
"E01001198",18.082,15817
"E01001199",21.632,12980
"E01001284",16.366,17323
"E01001288",15.544,18098
"E01001289",14.743,18904
"E01001290",12.599,21117
"E01001213",32.916,6951
"E01001214",18.459,15498
"E01001215",34.294,6416
"E01001216",23.989,11436
"E01001361",41.471,4069
"E01001240",28.066,9133
"E01001241",24.579,11086
"E01001242",26.856,9792
"E01001243",32.306,7200
"E01001244",31.547,7506
"E01001245",16.859,16872
"E01001200",19.226,14850
"E01001201",18.684,15319
"E01001202",37.54,5282
"E01001203",31.618,7474
"E01001351",33.913,6557
"E01001359",27.735,9327
"E01001360",31.522,7519
"E01001362",33.476,6715
"E01001363",28.74,8804
"E01001364",46.044,2970
"E01001365",29.688,8385
"E01001231",13.471,20207
"E01001234",23.793,11552
"E01001350",17.65,16184
"E01001352",16.492,17210
"E01001354",19.896,14336
"E01001249",41.704,3997
"E01001250",36.394,5633
"E01001255",11.702,22159
"E01001383",11.02,22985
"E01001388",34.8,6229
"E01001389",20.831,13598
"E01001219",40.464,4381
"E01001220",49.651,2282
"E01001334",42.683,3741
"E01001337",36.072,5739
"E01001338",28.663,8842
"E01001339",36.642,5560
"E01001340",40.529,4365
"E01001251",17.01,16749
"E01001252",26.684,9888
"E01001253",15.479,18165
"E01001254",14.122,19508
"E01001229",30.638,7935
"E01001230",22.422,12451
"E01001232",20.695,13699
"E01001233",22.596,12325
"E01001237",14.902,18737
"E01001386",8.338,26318
"E01001303",8.264,26410
"E01001382",7.01,27964
"E01001384",8.896,25577
"E01001385",8.158,26549
"E01001387",15.885,17739
"E01001353",25.287,10715
"E01001355",24.079,11391
"E01001356",53.719,1641
"E01001357",43.63,3514
"E01001358",52.582,1789
"E01001375",6.058,29114
"E01001377",9.253,25141
"E01001379",6.366,28740
"E01001381",19.575,14599
"E01001248",18.037,15861
"E01001299",6.194,28939
"E01001305",6.054,29123
"E01001306",6.697,28366
"E01001366",30.892,7806
"E01001367",38.216,5059
"E01001368",29.908,8282
"E01001370",29.523,8449
"E01001371",31.718,7430
"E01001372",35.581,5923
"E01001373",33.154,6860
"E01001333",42.489,3780
"E01001335",21.147,13344
"E01001336",25.615,10515
"E01001369",32.355,7176
"E01001300",8.27,26404
"E01001301",19.82,14407
"E01001302",10.314,23830
"E01001304",12.26,21496
"E01001374",14.361,19274
"E01001376",25.499,10582
"E01001380",13.115,20559
"E01032572",15.627,18001
"E01018042",16.584,17131
"E01018043",13.288,20379
"E01018044",24.261,11278
"E01018045",17.22,16555
"E01018046",21.804,12867
"E01018020",16.618,17086
"E01018021",8.547,26054
"E01018022",13.872,19756
"E01018055",3.459,31763
"E01018056",15.294,18336
"E01018027",6.628,28449
"E01018029",7.534,27319
"E01018032",7.68,27161
"E01018033",19.461,14688
"E01033426",6.917,28081
"E01033430",26.205,10179
"E01018024",22.201,12612
"E01018025",13.116,20557
"E01018026",12.069,21723
"E01018030",16.016,17616
"E01033425",4.324,30975
"E01033428",4.309,30987
"E01018036",14.594,19041
"E01018037",7.1,27863
"E01018038",6.609,28471
"E01018039",8.834,25656
"E01018053",14.233,19401
"E01018054",8.13,26581
"E01018047",20.18,14081
"E01018049",18.014,15875
"E01018050",10.545,23558
"E01018051",17.485,16339
"E01018052",14.202,19431
"E01033427",11.697,22166
"E01033429",8.956,25510
"E01018034",6.946,28041
"E01018035",17.974,15927
"E01018040",3.648,31616
"E01018041",18.681,15326
"E01018013",5.712,29499
"E01018014",3.259,31903
"E01018015",6.01,29172
"E01018016",17.369,16449
"E01018011",11.224,22741
"E01018012",6.586,28497
"E01018057",13.905,19726
"E01018017",17.616,16216
"E01018019",4.509,30788
"E01018023",12.858,20835
"E01032611",6.709,28347
"E01019902",19.64,14557
"E01019938",17.171,16609
"E01019967",16.492,17209
"E01019927",25.39,10647
"E01019932",24.692,11018
"E01019933",16.892,16852
"E01019934",9.873,24379
"E01019928",16.737,16988
"E01019929",9.474,24852
"E01019930",10.232,23920
"E01019931",4.572,30728
"E01019925",5.882,29328
"E01019959",14.927,18715
"E01019960",11.123,22872
"E01019962",10.383,23741
"E01032628",12.498,21216
"E01019886",18.992,15059
"E01019887",19.196,14877
"E01019888",15.717,17896
"E01019889",9.03,25416
"E01019966",9.622,24679
"E01019891",16.542,17168
"E01019892",12.3,21456
"E01019893",14.031,19600
"E01019903",14.039,19592
"E01019899",13.283,20381
"E01019900",7.681,27159
"E01019935",12.761,20940
"E01019936",15.689,17933
"E01019961",9.983,24250
"E01019939",8.259,26416
"E01019940",6.876,28138
"E01019942",12.812,20897
"E01019943",4.196,31092
"E01019944",8.697,25840
"E01019890",9.204,25191
"E01019901",17.826,16041
"E01019951",8.386,26253
"E01019946",7.438,27443
"E01019947",19.817,14414
"E01019948",12.053,21744
"E01019949",7.02,27951
"E01019950",18.778,15251
"E01019952",7.9,26866
"E01019953",11.653,22208
"E01019954",17.782,16080
"E01019955",13.653,19984
"E01019956",9.069,25362
"E01019957",3.872,31405
"E01019958",6.556,28520
"E01019937",8.045,26680
"E01019945",15.162,18474
"E01019963",4.253,31036
"E01019898",10.554,23543
"E01019964",7.185,27761
"E01019965",8.369,26285
"E01019904",18.216,15696
"E01019905",3.916,31369
"E01019906",6.835,28192
"E01019907",7.497,27360
"E01019908",10.027,24184
"E01019909",5.362,29927
"E01019910",9.974,24262
"E01019911",8.372,26278
"E01019894",4.803,30490
"E01019895",5.889,29319
"E01019896",6.848,28165
"E01019897",14.32,19321
"E01019920",14.805,18839
"E01019921",9.058,25375
"E01019922",27.85,9251
"E01019923",17.408,16410
"E01019924",19.003,15047
"E01019916",26.841,9802
"E01019917",15.173,18469
"E01019918",25.954,10311
"E01019919",22.532,12371
"E01019912",14.194,19438
"E01019913",8.537,26066
"E01019914",33.675,6641
"E01019915",9.03,25417
"E01020373",7.149,27814
"E01020374",3.672,31588
"E01020389",17.667,16174
"E01020397",14.032,19598
"E01020416",8.611,25966
"E01020417",6.705,28353
"E01020418",4.159,31122
"E01020419",8.012,26725
"E01020420",4.425,30854
"E01020411",17.069,16698
"E01020412",21.321,13222
"E01020413",4.006,31282
"E01020414",5.741,29460
"E01020415",3.49,31746
"E01020403",11.028,22978
"E01020404",7.441,27439
"E01020405",13.922,19707
"E01020406",6.54,28542
"E01020396",19.404,14722
"E01020398",14.188,19445
"E01020409",5.541,29689
"E01020410",19.731,14486
"E01020421",7.772,27035
"E01020422",12.178,21587
"E01020423",4.869,30430
"E01020424",14.165,19469
"E01020425",8.647,25909
"E01020377",1.915,32651
"E01020379",8.482,26140
"E01020380",2.119,32581
"E01020381",3.289,31878
"E01020390",11.799,22034
"E01020391",5.705,29513
"E01020392",13.637,20002
"E01020393",29.694,8381
"E01020394",25.392,10645
"E01020375",11.092,22904
"E01020376",8.431,26197
"E01020378",4.513,30784
"E01020407",3.562,31684
"E01020408",9.514,24811
"E01020426",5.553,29671
"E01020427",20.891,13550
"E01020428",12.216,21549
"E01020429",11.548,22321
"E01020395",4.616,30686
"E01020399",6.058,29115
"E01020400",8.417,26212
"E01020401",3.906,31375
"E01020402",3.222,31933
"E01020382",3.272,31898
"E01020383",3.662,31601
"E01020384",5.613,29610
"E01020385",7.173,27778
"E01020386",5.44,29825
"E01020387",2.798,32238
"E01020388",10.049,24157
"E01022581",4.634,30666
"E01022582",6.243,28872
"E01022604",9.861,24392
"E01022605",1.813,32691
"E01022574",12.469,21251
"E01022575",27.389,9517
"E01022576",21.295,13242
"E01022579",19.826,14402
"E01022571",2.299,32507
"E01022572",3.811,31456
"E01022573",3.181,31965
"E01022577",5.897,29308
"E01022578",5.448,29814
"E01022580",4.642,30654
"E01022603",19.277,14802
"E01022634",13.302,20360
"E01022639",6.113,29053
"E01022640",14.637,19003
"E01022615",7.835,26939
"E01022633",6.911,28088
"E01022635",25.15,10794
"E01022636",9.638,24654
"E01022641",10.172,23988
"E01022591",8.496,26113
"E01022593",5.675,29555
"E01022594",7.65,27186
"E01022595",4.992,30300
"E01022596",3.67,31591
"E01022627",9.204,25189
"E01022630",12.595,21119
"E01022642",6.308,28800
"E01032663",11.852,21967
"E01022583",7.586,27269
"E01022584",13.281,20383
"E01022585",3.935,31347
"E01022586",8.35,26307
"E01022587",5.015,30281
"E01022616",18.782,15245
"E01022617",5.78,29425
"E01022618",6.365,28742
"E01022631",10.22,23931
"E01022632",3.347,31844
"E01022592",12.884,20809
"E01022597",13.521,20135
"E01022619",4.3,30997
"E01022624",1.552,32744
"E01022625",4.749,30548
"E01022620",8.935,25528
"E01022621",21.911,12804
"E01022622",8.565,26028
"E01022623",9.7,24574
"E01032664",9.607,24707
"E01032665",11.134,22856
"E01022588",2.43,32433
"E01022589",9.508,24815
"E01022590",3.807,31462
"E01022607",8.883,25591
"E01022608",2.606,32346
"E01022606",5.657,29578
"E01022611",8.238,26441
"E01022613",7.089,27868
"E01022614",16.024,17608
"E01022610",5.891,29317
"E01022628",8.599,25989
"E01022629",4.237,31049
"E01032615",8.417,26211
"E01032616",4.333,30962
"E01022599",4.869,30428
"E01022600",6.003,29183
"E01022601",6.105,29061
"E01022602",3.976,31311
"E01032625",7.504,27352
"E01023462",13.774,19855
"E01023464",4.05,31233
"E01023465",6.99,27982
"E01023466",8.572,26018
"E01023467",7.41,27480
"E01023494",14.605,19030
"E01023495",13.205,20460
"E01023508",11.221,22743
"E01023509",6.888,28121
"E01023452",3.544,31704
"E01023453",3.508,31733
"E01023454",2.797,32239
"E01023455",4.341,30952
"E01023463",6.817,28225
"E01023493",8.301,26352
"E01023449",3.071,32058
"E01023450",12.437,21299
"E01023451",1.973,32628
"E01023438",7.971,26783
"E01023439",7.623,27218
"E01023440",1.53,32754
"E01023441",5.276,30009
"E01023442",7.381,27518
"E01023498",5.153,30136
"E01023506",11.459,22439
"E01023507",6.34,28773
"E01023443",4.947,30349
"E01023444",5.905,29299
"E01023445",12.639,21079
"E01023446",10.515,23597
"E01023447",25.241,10743
"E01023448",6.329,28784
"E01023456",1.906,32655
"E01023457",4.666,30637
"E01023458",3.976,31312
"E01023459",3.889,31391
"E01023460",6.025,29153
"E01023461",7.028,27938
"E01023491",10.182,23975
"E01023492",13.088,20582
"E01023496",27.005,9715
"E01023497",5.587,29634
"E01023485",9.777,24487
"E01023486",9.666,24620
"E01033609",6.008,29175
"E01023499",16.363,17326
"E01023500",6.633,28441
"E01023501",4.157,31126
"E01023502",4.989,30303
"E01023503",2.786,32244
"E01023512",4.81,30482
"E01023513",11.698,22164
"E01023514",11.307,22629
"E01023518",16.346,17354
"E01023519",13.798,19831
"E01023520",2.785,32245
"E01023510",3.766,31501
"E01023511",9.94,24306
"E01023515",3.132,32006
"E01023516",3.596,31660
