"LSOA11CD","imdscore","imdrank"
"E01020085",11.318,22617
"E01020086",8.247,26430
"E01020121",14.084,19541
"E01020122",18.921,15120
"E01020097",21.818,12857
"E01020131",25.956,10310
"E01020135",23.636,11666
"E01020136",14.951,18687
"E01020137",19.729,14491
"E01020087",22.682,12276
"E01020098",20.143,14120
"E01020138",23.905,11495
"E01020443",16.932,16816
"E01020447",15.005,18632
"E01020463",3.717,31549
"E01020464",7.217,27723
"E01020440",13.089,20580
"E01020450",8.623,25948
"E01020462",16.219,17447
"E01033156",8.071,26654
"E01033158",9.319,25054
"E01020454",19.528,14643
"E01020455",10.872,23152
"E01020456",16.382,17307
"E01020457",6.592,28490
"E01020433",14.895,18741
"E01020434",13.075,20599
"E01020449",14.027,19605
"E01020458",9.232,25168
"E01020459",20.589,13772
"E01020444",18.894,15147
"E01020445",17.231,16549
"E01020446",8.145,26565
"E01020460",19.235,14840
"E01020442",14.421,19213
"E01020452",17.056,16711
"E01020453",14.167,19465
"E01033154",6.269,28844
"E01033159",14.849,18794
"E01020435",7.994,26747
"E01020436",12.729,20982
"E01020437",13.62,20022
"E01020438",22.215,12597
"E01020439",17.103,16660
"E01020430",11.461,22436
"E01020431",18.943,15102
"E01020432",17.442,16381
"E01020441",16.236,17434
"E01020448",17.581,16256
"E01019801",12.333,21415
"E01019802",13.223,20438
"E01019803",21.067,13408
"E01019804",8.127,26585
"E01019805",6.902,28103
"E01019806",8.753,25764
"E01019807",29.176,8623
"E01019778",6.074,29094
"E01019779",5.81,29393
"E01019790",8.111,26606
"E01019816",14.283,19351
"E01019780",18.437,15520
"E01019781",9.318,25056
"E01019782",16.354,17338
"E01019786",13.296,20369
"E01019827",19.955,14281
"E01019770",13.552,20105
"E01019787",5.655,29582
"E01019788",8.458,26165
"E01019794",3.66,31604
"E01019783",2.19,32561
"E01019784",6.763,28288
"E01019785",3.181,31966
"E01019793",4.613,30690
"E01019795",7.842,26934
"E01019798",16.448,17250
"E01019821",14.358,19281
"E01019822",22.53,12372
"E01019823",23.937,11469
"E01019771",11.865,21953
"E01019772",6.669,28399
"E01019828",3.914,31370
"E01019829",5.111,30186
"E01019796",42.463,3787
"E01019797",27.1,9669
"E01019799",44.161,3377
"E01019800",23.949,11460
"E01019808",46.379,2902
"E01019826",29.47,8477
"E01019769",12.982,20694
"E01019774",14.131,19501
"E01019824",22.766,12219
"E01019830",3.738,31538
"E01019831",4.033,31251
"E01019809",19.967,14271
"E01019810",27.259,9586
"E01019811",8.413,26218
"E01019812",11.321,22613
"E01019813",22.119,12668
"E01019825",7.053,27900
"E01019773",26.43,10049
"E01019775",31.651,7453
"E01019776",27.187,9617
"E01019777",33.46,6725
"E01019814",12.059,21738
"E01019817",37.84,5179
"E01019818",31.075,7721
"E01019819",16.411,17281
"E01019820",9.93,24319
"E01019791",18.174,15732
"E01019792",26.918,9764
"E01019815",15.431,18210
"E01032586",18.516,15456
"E01013174",60.382,896
"E01013175",15.2,18436
"E01013176",16.724,17003
"E01013177",56.076,1333
"E01013178",14.868,18773
"E01013179",26.021,10275
"E01013180",17.222,16552
"E01013136",80.558,27
"E01013137",81.054,25
"E01013139",80.071,31
"E01013142",69.334,295
"E01013218",58.43,1077
"E01013219",49.584,2292
"E01013220",48.832,2449
"E01013221",62.49,725
"E01013222",51.388,1985
"E01013144",65.797,494
"E01013145",13.05,20625
"E01013146",22.424,12448
"E01013148",7.286,27630
"E01013195",33.927,6553
"E01013196",49.062,2404
"E01013201",61.087,834
"E01013202",41.616,4027
"E01013203",67.126,421
"E01013138",82.332,13
"E01013140",68.172,361
"E01013141",48.59,2496
"E01013143",35.713,5876
"E01013173",12.514,21195
"E01013223",4.128,31153
"E01013224",12.887,20804
"E01013226",8.507,26097
"E01013187",44.129,3381
"E01013188",12.356,21385
"E01013231",27.035,9699
"E01013233",26.818,9818
"E01013147",43.478,3541
"E01013234",14.797,18844
"E01033414",20.918,13531
"E01013128",41.915,3939
"E01013198",32.263,7214
"E01013199",48.689,2480
"E01013200",18.264,15645
"E01013159",57.08,1217
"E01013161",48.277,2551
"E01013162",48.815,2451
"E01013165",62.771,706
"E01013158",26.928,9758
"E01013160",16.23,17435
"E01013163",19.376,14738
"E01013164",27.573,9413
"E01013197",26.492,10014
"E01013149",9.17,25230
"E01013150",11.666,22191
"E01013227",23.778,11560
"E01013228",13.656,19980
"E01013229",49.512,2307
"E01013131",41.703,3998
"E01013132",18.875,15160
"E01013133",27.11,9664
"E01013134",28.745,8802
"E01013206",43.5,3538
"E01013207",26.066,10251
"E01013211",20.268,14008
"E01013212",69.156,304
"E01013181",54.72,1511
"E01013182",13.262,20398
"E01013183",22.766,12220
"E01013184",29.327,8543
"E01013185",9.506,24818
"E01013186",11.958,21854
"E01013129",41.992,3925
"E01013151",9.419,24932
"E01013152",5.904,29301
"E01013155",8.259,26417
"E01013130",38.672,4903
"E01013135",33.614,6668
"E01013154",7.708,27115
"E01013156",28.799,8785
"E01013204",46.246,2922
"E01013205",67.7,383
"E01013208",78.353,51
"E01013209",61.217,814
"E01013210",64.85,542
"E01013153",13.007,20662
"E01013157",6.192,28940
"E01013166",10.311,23837
"E01013167",15.116,18521
"E01013169",16.348,17350
"E01013189",10.154,24016
"E01013190",8.956,25509
"E01013191",6.228,28895
"E01013192",29.258,8584
"E01013194",7.548,27303
"E01013168",6.969,28014
"E01013170",10.285,23864
"E01013171",3.939,31341
"E01013172",8.063,26659
"E01013193",7.994,26749
"E01013213",20.712,13687
"E01013214",9.98,24256
"E01013215",3.742,31533
"E01013216",6.553,28528
"E01013217",5.897,29311
"E01013225",18.754,15268
"E01023660",9.814,24446
"E01023661",20.21,14054
"E01023662",12.096,21684
"E01023654",4.325,30973
"E01023655",4.843,30444
"E01023656",8.705,25830
"E01023657",3.956,31328
"E01023658",11.209,22758
"E01023659",1.657,32728
"E01023635",17.497,16328
"E01023636",11.267,22684
"E01023637",29.716,8368
"E01023638",20.523,13821
"E01023587",4.418,30865
"E01023588",2.313,32497
"E01023589",11.022,22983
"E01023590",11.868,21948
"E01023591",5.239,30048
"E01023592",19.672,14534
"E01023593",18.695,15311
"E01023585",11.164,22813
"E01023586",3.071,32057
"E01023597",7.311,27606
"E01023598",13.301,20361
"E01023600",14.736,18908
"E01023663",13.308,20357
"E01033024",3.754,31516
"E01033025",4.477,30818
"E01033026",8.944,25524
"E01033027",10.09,24096
"E01023630",20.91,13537
"E01023631",21.17,13328
"E01023632",15.124,18508
"E01023633",16.408,17286
"E01023634",5.795,29408
"E01023649",11.451,22457
"E01023650",32.164,7262
"E01023651",13.599,20046
"E01023652",23.987,11437
"E01023644",6.905,28101
"E01023645",15.186,18454
"E01023646",24.553,11105
"E01023647",3.89,31390
"E01023648",3.824,31444
"E01023639",8.868,25607
"E01023640",32.654,7062
"E01023641",35.866,5822
"E01023642",3.649,31612
"E01023643",20.086,14178
"E01023601",15.102,18539
"E01023602",11.439,22471
"E01023603",2.211,32548
"E01023604",5.246,30040
"E01023605",13.919,19711
"E01023617",4.734,30569
"E01023618",13.289,20377
"E01023619",6.236,28886
"E01023620",22.036,12730
"E01023621",14.567,19067
"E01023611",18.037,15860
"E01023612",7.109,27854
"E01023613",33.586,6681
"E01023614",2.621,32335
"E01023615",5.492,29753
"E01023616",8.715,25817
"E01023606",15.465,18175
"E01023607",2.533,32383
"E01023608",1.34,32798
"E01023609",4.926,30373
"E01023610",2.24,32534
"E01023594",12.886,20807
"E01023622",14.02,19615
"E01023623",11.42,22500
"E01023624",16.092,17548
"E01023625",10.406,23719
"E01023653",7.742,27067
"E01023595",5.544,29684
"E01023596",9.314,25065
"E01023626",5.851,29360
"E01023627",10.603,23488
"E01023628",4.584,30716
"E01023629",8.85,25635
"E01026186",5.862,29351
"E01026187",3.957,31327
"E01026189",4.393,30893
"E01026203",6.034,29141
"E01026204",4.401,30884
"E01026206",2.572,32365
"E01026182",6.765,28283
"E01026193",10.878,23144
"E01026199",13.616,20030
"E01026225",8.227,26458
"E01026226",5.721,29494
"E01032990",5.247,30039
"E01032994",10.352,23770
"E01026184",3.284,31883
"E01026185",11.859,21960
"E01026188",12.78,20924
"E01026190",17.89,15988
"E01026237",9.331,25042
"E01026238",8.645,25916
"E01026191",9.428,24916
"E01026205",14.944,18693
"E01026211",7.283,27639
"E01026212",8.732,25797
"E01026213",17.101,16664
"E01026192",23.388,11806
"E01026194",6.588,28495
"E01026195",8.215,26474
"E01026196",6.787,28251
"E01026180",22.703,12261
"E01026183",25.361,10667
"E01026210",19.862,14376
"E01026224",21.195,13309
"E01026179",11.668,22187
"E01026197",12.804,20903
"E01026198",4.579,30722
"E01026223",8.452,26171
"E01026209",8.139,26572
"E01026221",18.261,15651
"E01026222",7.937,26820
"E01026227",28.477,8924
"E01026230",24.75,10991
"E01026231",5.741,29463
"E01026232",19.59,14588
"E01026235",26.771,9842
"E01026228",11.373,22555
"E01026229",10.069,24132
"E01026233",4.711,30593
"E01026234",6.518,28570
"E01026236",12.97,20703
"E01026200",9.752,24515
"E01026201",19.906,14324
"E01026202",11.196,22776
"E01026207",26.319,10105
"E01026208",12.038,21755
"E01026220",11.906,21912
"E01032988",21.165,13332
"E01032989",13.276,20387
"E01032993",7.285,27633
"E01026214",8.45,26172
"E01026215",5.069,30229
"E01026218",12.836,20859
"E01026219",7.921,26840
"E01032991",9.051,25386
"E01032992",9.537,24777
"E01013254",28.513,8911
"E01013255",19.748,14473
"E01013256",12.07,21721
"E01013257",8.011,26727
"E01013258",26.383,10078
"E01013259",32.524,7109
"E01013303",25.881,10354
"E01013304",7.775,27031
"E01013305",10.647,23435
"E01013307",12.424,21312
"E01013288",11.421,22497
"E01013291",36.077,5737
"E01013292",9.519,24805
"E01013294",13.895,19735
"E01013270",13.574,20075
"E01013306",18.05,15848
"E01013308",20.433,13888
"E01013309",14.969,18669
"E01013286",26.891,9776
"E01013287",17.939,15950
"E01013289",12.254,21503
"E01013290",12.785,20922
"E01013293",5.219,30072
"E01013245",29.193,8615
"E01013246",24.571,11095
"E01013247",14.552,19081
"E01013248",11.558,22311
"E01013249",19.922,14305
"E01013297",18.001,15899
"E01013300",53.184,1702
"E01013302",16.939,16803
"E01013331",42.915,3678
"E01013296",59.127,1001
"E01013298",53.703,1642
"E01013299",53.425,1675
"E01013330",44.642,3265
"E01013332",43.042,3644
"E01013295",12.089,21695
"E01013301",13.976,19656
"E01013333",11.525,22349
"E01013334",17.387,16433
"E01013310",27.867,9241
"E01013312",49.277,2352
"E01013313",19.094,14964
"E01013314",25.224,10753
"E01013267",15.412,18228
"E01013268",18.393,15549
"E01013269",10.882,23137
"E01013271",22.022,12738
"E01013272",31.309,7612
"E01013273",9.254,25136
"E01013279",57.372,1176
"E01013285",14.632,19007
"E01013316",8.299,26357
"E01013321",11.048,22956
"E01013274",18.448,15507
"E01013275",7.334,27581
"E01013276",15.121,18513
"E01013277",10.565,23534
"E01013315",37.296,5358
"E01013317",19.075,14985
"E01013318",16.457,17244
"E01013319",29.771,8345
"E01013238",33.408,6751
"E01013240",38.076,5107
"E01013311",55.269,1429
"E01013320",21.617,12990
"E01013278",67.416,400
"E01013280",21.654,12967
"E01013281",44.504,3307
"E01013283",40.534,4364
"E01013236",18.052,15847
"E01013239",22.833,12175
"E01013282",29.536,8443
"E01013284",42.378,3813
"E01013237",42.104,3886
"E01013261",5.013,30284
"E01013262",8.563,26032
"E01013263",10.074,24123
"E01033296",12.98,20695
"E01033297",6.001,29185
"E01013260",7.871,26908
"E01013264",10.679,23397
"E01013265",6.275,28838
"E01013266",6.344,28771
"E01013241",6.763,28287
"E01013242",11.452,22455
"E01013243",8.234,26450
"E01013244",18.64,15362
"E01013324",12.02,21780
"E01013326",10.69,23391
"E01013327",8.743,25784
"E01013328",4.382,30907
"E01013322",11.838,21984
"E01013323",13.837,19793
"E01013325",12.431,21304
"E01013329",17.73,16121
"E01013250",14.633,19005
"E01013251",7.459,27422
"E01013252",6.988,27986
"E01013253",15.238,18403
"E01026770",20.769,13648
"E01026771",15.927,17706
"E01026772",9.754,24510
"E01026773",13.902,19729
"E01026739",22.039,12725
"E01026763",26.465,10029
"E01026764",14.51,19125
"E01026765",24.637,11049
"E01026734",42.215,3860
"E01026735",27.597,9398
"E01026736",25.368,10663
"E01026777",19.132,14932
"E01026778",14.129,19504
"E01026779",28.379,8975
"E01026741",22.082,12696
"E01026742",8.356,26296
"E01026743",26.547,9972
"E01026762",22.545,12360
"E01026766",19.511,14650
"E01026781",16.435,17264
"E01026731",21.484,13098
"E01026732",24.779,10977
"E01026733",24.921,10920
"E01026737",17.159,16618
"E01026738",19.258,14818
"E01026750",24.613,11062
"E01026751",19.248,14829
"E01026752",25.659,10492
"E01026729",25.003,10860
"E01026730",18.551,15430
"E01026788",19.784,14445
"E01026780",25.108,10806
"E01026782",29.29,8564
"E01026787",23.073,11994
"E01026753",32.41,7153
"E01026754",13.535,20127
"E01026755",13.624,20015
"E01026756",30.56,7964
"E01026757",13.034,20642
"E01026758",14.683,18960
"E01026759",21.621,12988
"E01026760",18.853,15183
"E01026761",17.193,16589
"E01026745",19.269,14808
"E01026746",13.195,20468
"E01026747",27.282,9574
"E01026748",14.157,19475
"E01026749",25.87,10364
"E01026740",29.448,8484
"E01026767",18.958,15088
"E01026768",19.902,14335
"E01026789",19.24,14837
"E01026790",21.798,12872
"E01026774",17.695,16154
"E01026775",31.562,7499
"E01026776",21.995,12753
"E01026786",29.247,8594
"E01026744",20.667,13720
"E01026769",17.158,16619
"E01026783",19.131,14933
"E01026784",27.143,9643
"E01026785",18.31,15613
"E01014790",6.364,28744
"E01014795",20.198,14064
"E01014797",9.015,25438
"E01032675",4.5,30794
"E01032676",5.609,29614
"E01032681",10.052,24153
"E01014789",5.867,29344
"E01014793",5.36,29933
"E01014794",6.837,28187
"E01014798",2.901,32175
"E01014792",6.424,28677
"E01014796",6.857,28156
"E01032677",12.385,21359
"E01032678",1.522,32755
"E01032682",7.803,26983
"E01014766",9.074,25357
"E01014767",2.682,32302
"E01014786",23.59,11695
"E01014787",6.93,28059
"E01014752",6.195,28937
"E01014754",8.073,26651
"E01014758",7.976,26773
"E01014759",2.243,32533
"E01014849",6.949,28038
"E01014850",4.389,30899
"E01014851",7.756,27051
"E01014852",8.363,26290
"E01032674",6.306,28804
"E01032680",9.417,24936
"E01014750",16.458,17243
"E01014751",20.81,13618
"E01014753",19.99,14253
"E01014755",9.581,24731
"E01014760",10.302,23850
"E01014780",14.697,18946
"E01014781",15.641,17990
"E01014782",4.968,30326
"E01014783",12.758,20944
"E01014784",6.598,28481
"E01014785",5.522,29719
"E01014775",3.861,31414
"E01014776",3.786,31485
"E01014777",4.639,30659
"E01014778",2.477,32410
"E01014779",6.542,28539
"E01014756",13.615,20031
"E01014757",7.376,27527
"E01014761",5.066,30234
"E01014762",6.109,29057
"E01014763",13.24,20414
"E01014737",1.207,32815
"E01014738",6.78,28264
"E01014739",7.596,27252
"E01014740",10.47,23640
"E01014855",3.398,31802
"E01014856",12.775,20929
"E01014857",7.134,27832
"E01014858",12.42,21317
"E01014859",6.606,28474
"E01014860",13.379,20292
"E01014847",12.003,21798
"E01014848",13.271,20391
"E01014853",6.276,28835
"E01014854",10.494,23619
"E01014764",14.832,18809
"E01014765",8.699,25838
"E01014773",9.835,24424
"E01014774",22.823,12184
"E01014821",10.187,23965
"E01014822",3.83,31438
"E01014823",7.485,27381
"E01014824",10.637,23446
"E01014825",8.14,26570
"E01014826",11.657,22205
"E01014827",30.967,7770
"E01014817",11.46,22438
"E01014820",18.962,15083
"E01014835",33.669,6648
"E01014836",18.655,15349
"E01014838",13.499,20166
"E01014840",20.597,13762
"E01014812",19.149,14923
"E01014813",14.434,19200
"E01014815",23.653,11655
"E01014816",7.912,26852
"E01014818",4.921,30378
"E01014819",7.821,26959
"E01014841",31.074,7723
"E01014842",44.014,3411
"E01014843",23.895,11501
"E01014844",49.574,2295
"E01014845",11.543,22328
"E01014846",16.287,17391
"E01014799",44.574,3284
"E01014800",68.555,342
"E01014801",63.606,643
"E01014802",49.575,2294
"E01014809",32.305,7201
"E01014811",28.451,8937
"E01014829",49.907,2235
"E01014830",29.859,8306
"E01014831",74.607,120
"E01014832",70.147,266
"E01014833",61.898,769
"E01014804",19.707,14505
"E01014806",38.37,5013
"E01014807",27.314,9551
"E01014808",12.825,20874
"E01014744",13.876,19752
"E01014746",21.257,13266
"E01014769",13.99,19642
"E01014770",12.749,20956
"E01014771",9.317,25058
"E01014772",13.665,19967
"E01014741",9.768,24494
"E01014742",2.908,32170
"E01014745",10.021,24193
"E01014747",8.119,26597
"E01014748",7.021,27950
"E01014749",4.824,30471
"E01014803",8.692,25843
"E01014805",9.479,24844
"E01014828",40.944,4237
"E01014834",42.762,3714
"E01014839",13.536,20126
"E01032666",13.857,19771
"E01032667",10.312,23834
"E01032668",10.84,23204
"E01032672",10.601,23493
"E01032673",25.756,10434
"E01014810",34.05,6508
"E01032669",15.627,18002
"E01032670",13.816,19817
"E01032671",13.627,20011
"E01032679",13.974,19658
"E01008547",5.13,30168
"E01008548",4.398,30890
"E01008549",3.151,31989
"E01008551",5.426,29845
"E01008478",35.64,5898
"E01008480",38.794,4863
"E01008504",5.959,29231
"E01008578",22.836,12172
"E01008583",26.499,10007
"E01008520",6.149,29003
"E01008523",3.051,32073
"E01008546",2.349,32476
"E01008550",4.379,30908
"E01008577",16.208,17454
"E01008579",5.243,30046
"E01008580",7.079,27874
"E01008581",8.933,25532
"E01008582",23.146,11954
"E01008517",5.182,30103
"E01008519",11.866,21951
"E01008521",9.323,25050
"E01008522",4.583,30717
"E01008584",38.47,4968
"E01008585",13.093,20578
"E01008587",18.01,15881
"E01008588",20.159,14105
"E01008589",4.507,30790
"E01008518",11.934,21881
"E01008564",7.091,27865
"E01008565",22.766,12221
"E01008567",31.822,7387
"E01008475",5.116,30184
"E01008476",30.404,8037
"E01008477",34.334,6397
"E01008479",6.519,28567
"E01008552",11.161,22817
"E01008553",10.472,23635
"E01008554",20.859,13574
"E01008555",22.865,12149
"E01008586",11.849,21974
"E01008495",4.342,30949
"E01008496",20.117,14145
"E01008497",3.756,31513
"E01008498",6.217,28908
"E01008568",26.431,10048
"E01008569",37.351,5343
"E01008570",10.725,23345
"E01032647",4.296,31005
"E01032648",31.512,7522
"E01008500",11.604,22262
"E01008505",11.076,22922
"E01008506",27.672,9371
"E01008507",9.924,24324
"E01008493",8.122,26591
"E01008494",20.47,13860
"E01008556",6.19,28943
"E01008557",4.58,30721
"E01008470",19.972,14267
"E01008499",17.924,15962
"E01008502",25.687,10476
"E01008516",8.34,26317
"E01008488",29.703,8376
"E01008489",35.813,5838
"E01008490",19.608,14575
"E01008491",36.61,5569
"E01008558",11.596,22274
"E01008560",10.374,23749
"E01008561",27.191,9616
"E01008562",8.619,25958
"E01008525",9.562,24751
"E01008527",8.777,25723
"E01008559",15.709,17911
"E01008563",2.004,32617
"E01008469",9.344,25026
"E01008472",5.045,30260
"E01008473",11.174,22798
"E01008501",8.006,26735
"E01008503",31.282,7630
"E01008471",22.043,12721
"E01008474",34.677,6278
"E01008513",26.456,10034
"E01008514",20.91,13536
"E01032649",28.657,8845
"E01032650",42.514,3777
"E01008486",27.18,9623
"E01008487",29.088,8665
"E01008526",6.29,28824
"E01008530",15.706,17917
"E01008461",27.023,9706
"E01008466",7.087,27871
"E01008467",15.031,18606
"E01008468",26.721,9873
"E01008483",23.207,11912
"E01008524",46.111,2950
"E01008528",9.292,25095
"E01008529",9.527,24793
"E01008481",34.905,6179
"E01008482",44.483,3311
"E01008484",48.053,2593
"E01008485",67.744,381
"E01008492",35.902,5807
"E01008462",29.393,8511
"E01008463",29.401,8508
"E01008464",15.465,18174
"E01008465",13.634,20005
"E01008531",9.927,24323
"E01008532",24.058,11402
"E01008534",11.724,22131
"E01008538",9.394,24968
"E01008508",29.365,8528
"E01008509",38.892,4829
"E01008510",25.525,10568
"E01008512",43.62,3520
"E01008539",16.656,17062
"E01008540",57.176,1206
"E01008541",46.569,2870
"E01008544",54.992,1464
"E01008545",60.879,857
"E01008511",29.719,8366
"E01008542",45.346,3110
"E01008543",34.613,6308
"E01008571",38.515,4952
"E01008572",39.496,4657
"E01008573",46.328,2909
"E01008574",14.6,19034
"E01008576",32.085,7293
"E01008533",29.276,8575
"E01008535",18.27,15639
"E01008536",25.468,10600
"E01008537",30.646,7931
"E01008575",41.1,4193
"E01031035",13.868,19760
"E01031036",6.283,28832
"E01031037",17.786,16077
"E01031038",11.47,22425
"E01031039",7.15,27811
"E01031040",10.076,24119
"E01031016",19.961,14274
"E01031025",15.995,17634
"E01031026",21.479,13104
"E01031031",16.05,17594
"E01031032",23.36,11822
"E01031009",18.725,15288
"E01031010",37.005,5445
"E01031011",10.04,24164
"E01031012",30.587,7948
"E01031013",11.887,21933
"E01031014",11.147,22832
"E01031015",44.798,3225
"E01031023",11.964,21842
"E01031024",11.942,21867
"E01031033",13.177,20488
"E01031034",5.078,30222
"E01031005",25.829,10390
"E01031008",26.352,10089
"E01031017",13.97,19663
"E01031018",15.324,18300
"E01031029",10.803,23251
"E01031030",21.963,12776
"E01031019",7.737,27075
"E01031020",8.974,25489
"E01031021",17.696,16153
"E01031022",14.523,19112
"E01031041",11.241,22726
"E01031042",10.196,23956
"E01031006",27.491,9464
"E01031007",11.389,22534
"E01031027",21.987,12760
"E01031028",18.585,15395
"E01025924",10.974,23046
"E01025925",15.515,18130
"E01025926",13.373,20299
"E01025927",20.275,14005
"E01025928",3.938,31343
"E01025923",9.384,24980
"E01025944",5.15,30141
"E01025945",6.516,28577
"E01025946",11.809,22019
"E01025915",6.478,28615
"E01025916",6.94,28046
"E01025917",6.13,29031
"E01025918",21.833,12853
"E01025960",10.451,23669
"E01025961",8.063,26658
"E01025962",23.908,11491
"E01025965",21.19,13315
"E01025955",5.781,29419
"E01025956",15.863,17769
"E01025963",14.651,18988
"E01025964",12.25,21506
"E01025914",4.042,31244
"E01025919",17.452,16374
"E01025920",17.535,16294
"E01025921",7.326,27590
"E01025966",19.057,15003
"E01025967",11.473,22416
"E01025968",4.25,31038
"E01025969",13.375,20298
"E01025950",29.596,8421
"E01025951",7.587,27265
"E01025952",13.18,20481
"E01025953",23.289,11859
"E01025954",13.36,20311
"E01025932",51.206,2019
"E01025933",26.508,10002
"E01025934",52.207,1851
"E01025935",7.829,26947
"E01025936",19.349,14754
"E01025929",13.465,20217
"E01025930",25.619,10512
"E01025931",21.598,13000
"E01025957",23.187,11922
"E01025937",11.619,22249
"E01025958",10.659,23419
"E01025959",10.655,23424
"E01033102",12.998,20671
"E01033103",4.051,31231
"E01025913",8.297,26359
"E01025947",7.736,27078
"E01025948",9.377,24989
"E01025949",31.079,7719
"E01025938",10.936,23081
"E01025939",14.388,19248
"E01025940",14.887,18759
"E01025941",12.794,20914
"E01025942",9.023,25427
"E01025943",27.572,9414
"E01027145",18.125,15775
"E01027148",7.825,26954
"E01027149",12.659,21055
"E01027232",18.665,15340
"E01027218",8.056,26665
"E01027219",12.538,21165
"E01027221",11.425,22491
"E01027222",6.156,28993
"E01027143",13.735,19888
"E01027144",6.496,28591
"E01027146",11.191,22780
"E01027147",30.021,8231
"E01027195",46.234,2924
"E01027245",28.836,8768
"E01027247",21.533,13051
"E01027248",39.54,4635
"E01027249",48.726,2466
"E01027174",9.869,24385
"E01027175",30.192,8159
"E01027178",35.972,5783
"E01027200",46.141,2942
"E01027246",40.936,4243
"E01027171",23.756,11580
"E01027172",13.921,19708
"E01027182",13.481,20184
"E01027183",9.883,24368
"E01027196",31.339,7602
"E01027197",33.716,6625
"E01027198",45.061,3179
"E01027199",58.377,1082
"E01027190",13.725,19906
"E01027191",28.265,9040
"E01027193",8.917,25553
"E01027194",9.409,24944
"E01027192",18.855,15180
"E01027229",41.93,3937
"E01027230",41.306,4121
"E01027231",50.278,2177
"E01027179",21.364,13192
"E01027180",28.387,8972
"E01027181",10.646,23437
"E01027140",72.484,180
"E01027142",25.583,10532
"E01027176",18.335,15594
"E01027177",46.352,2906
"E01027168",54,1605
"E01027169",16.553,17156
"E01027170",41.877,3950
"E01027173",32.912,6954
"E01027136",19.193,14880
"E01027186",12.435,21300
"E01027188",28.967,8709
"E01027220",16.097,17542
"E01027208",6.172,28967
"E01027209",8.666,25891
"E01027211",9.096,25327
"E01027212",8.022,26711
"E01027184",29.856,8307
"E01027185",29.816,8318
"E01027187",25.169,10784
"E01027189",22.094,12687
"E01027137",40.313,4425
"E01027138",18.811,15223
"E01027139",17.768,16090
"E01027141",9.586,24726
"E01027259",11.91,21909
"E01027239",54.839,1488
"E01027241",41.951,3931
"E01027242",46.713,2843
"E01027243",42.719,3726
"E01027244",60.9,854
"E01027213",16.054,17588
"E01027214",40.399,4391
"E01027216",12.273,21483
"E01027240",30.271,8118
"E01027207",9.103,25317
"E01027210",12.916,20764
"E01027215",17.445,16378
"E01027217",8.582,26007
"E01027255",4.176,31107
"E01027256",5.81,29394
"E01027258",2.685,32298
"E01027260",7.871,26909
"E01027152",32.467,7133
"E01027153",58.741,1040
"E01027154",28.265,9041
"E01032978",46.211,2928
"E01032979",70.399,256
"E01027132",22.91,12113
"E01027133",18.277,15632
"E01027134",20.489,13847
"E01027135",13.002,20666
"E01027155",38.822,4849
"E01027225",32.324,7191
"E01027227",34.139,6478
"E01027228",34.225,6440
"E01027151",39.611,4617
"E01027236",16.8,16922
"E01027237",18.549,15431
"E01027238",27.42,9502
"E01027223",35.12,6101
"E01027224",33.506,6707
"E01027226",40.596,4345
"E01027257",41.56,4044
"E01027233",35.671,5891
"E01027234",15.871,17755
"E01027235",58.129,1103
"E01027252",24.267,11275
"E01027156",36.115,5722
"E01027159",15.546,18095
"E01027160",8.846,25642
"E01027161",40.352,4407
"E01027158",21.062,13413
"E01027201",8.074,26650
"E01027202",13.068,20611
"E01032980",25.512,10572
"E01032981",21.426,13142
"E01027250",8.336,26322
"E01027253",7.849,26930
"E01027254",7.476,27400
"E01032975",10.363,23760
"E01032976",25.158,10792
"E01032977",17.299,16495
"E01027162",9.633,24661
"E01027163",5.78,29424
"E01027164",7.951,26805
"E01027165",3.615,31641
"E01027166",6.1,29067
"E01027167",5.694,29527
"E01027203",3.845,31428
"E01027204",12.614,21102
"E01027205",3.482,31749
"E01027206",5.289,29996
"E01027376",19.185,14888
"E01027377",18.271,15637
"E01027385",30.515,7984
"E01027387",20.215,14049
"E01027388",27.452,9488
"E01027389",19.161,14908
"E01027378",11.809,22018
"E01027379",6.074,29095
"E01027380",26.189,10185
"E01027382",21.991,12756
"E01027386",16.945,16799
"E01027374",20.879,13555
"E01027375",21.885,12819
"E01027381",22.871,12142
"E01027383",19.33,14765
"E01027384",18.367,15564
"E01027390",12.892,20800
"E01027356",9.363,25003
"E01027357",5.158,30128
"E01027366",19.706,14506
"E01027367",5.901,29304
"E01027358",15.148,18489
"E01027359",28.662,8843
"E01033715",21.009,13461
"E01033717",9.72,24553
"E01027361",21.223,13288
"E01027362",24.257,11283
"E01027363",43.589,3526
"E01027364",11.393,22530
"E01027370",8.499,26109
"E01027371",14.377,19258
"E01027372",10.392,23731
"E01027365",18.579,15403
"E01027368",16.104,17538
"E01027369",5.17,30117
"E01027373",21.065,13410
"E01027443",40.265,4435
"E01027444",27.559,9423
"E01027445",20.812,13616
"E01027446",9.026,25423
"E01027451",45.563,3066
"E01027474",21.791,12876
"E01027475",11.68,22178
"E01027541",31.31,7611
"E01027542",53.694,1643
"E01027543",41.818,3970
"E01027544",28.726,8813
"E01027528",39.952,4520
"E01027529",18.474,15480
"E01027539",51.4,1984
"E01027545",54.695,1518
"E01027546",42.349,3822
"E01027457",8.946,25521
"E01027462",30.76,7874
"E01027463",6.541,28541
